"partnerid","AvgClickPer1Min","status"
"8jiam","1.00","OK"
"8jian","1.00","OK"
"8jibl","1.04","OK"
"8jibp","1.00","OK"
"8jict","1.06","OK"
"8jid2","1.00","OK"
"8jiex","1.05","OK"
"8jif4","1.00","OK"
"8jifa","1.09","OK"
"8jiff","1.03","OK"
"8jigh","1.00","OK"
"8jik8","1.00","OK"
"8jil2","1.00","OK"
"8jim2","1.00","OK"
"8jin3","1.00","OK"
"8jior","1.06","OK"
"8jisx","1.10","OK"
"8jith","1.00","OK"
"8jiu2","1.00","OK"
"8jiuc","1.07","OK"
"8jiwm","1.00","OK"
"8jiy2","1.08","OK"
"8jiy8","1.00","OK"
"8jiz8","1.00","OK"
"8jj05","1.00","OK"
"8jj1n","1.11","OK"
"8jj1s","1.00","OK"
"8jj35","1.00","OK"
"8jj3f","1.00","OK"
"8jj6m","1.09","OK"
"8jj7t","9.44","OK"
"8jj80","1.00","OK"
"8jj96","1.00","OK"
"8jj9d","1.06","OK"
"8jjao","1.11","Observation"
"8jjap","1.38","OK"
"8jjc5","2.79","OK"
"8jjds","1.04","OK"
"8jjhc","1.00","OK"
"8jjji","7.20","OK"
"8jjo9","1.09","OK"
"8jjph","1.00","OK"
"8jjs6","1.32","Fraud"
"8jjsg","1.03","OK"
"8jjve","1.08","OK"
"8jjvh","1.57","OK"
"8jjxl","1.00","OK"
"8jk01","1.55","OK"
"8jk02","1.03","OK"
"8jk0d","1.04","Fraud"
"8jk15","1.86","OK"
"8jk1x","1.26","OK"
"8jk3i","1.11","OK"
"8jk4m","6.97","OK"
"8jk57","1.04","OK"
"8jk7c","1.00","OK"
"8jk8e","1.17","OK"
"8jk8g","24.47","OK"
"8jk8n","1.00","OK"
"8jka2","1.25","OK"
"8jkce","1.00","OK"
"8jkdf","1.10","OK"
"8jkdr","1.06","OK"
"8jkea","17.49","OK"
"8jkec","1.10","OK"
"8jked","1.37","OK"
"8jkfd","1.21","OK"
"8jkff","1.01","OK"
"8jkh1","1.28","Observation"
"8jkhu","1.00","OK"
"8jkhv","1.00","OK"
"8jkij","3.58","OK"
"8jkk9","1.00","OK"
"8jkmi","1.02","OK"
"8jkof","1.11","OK"
"8jkor","1.24","OK"
"8jkp0","2.38","OK"
"8jkp1","4.03","OK"
"8jkqn","1.04","OK"
"8jkrj","1.04","OK"
"8jks4","1.17","OK"
"8jksm","1.07","OK"
"8jkt3","1.00","OK"
"8jktn","1.76","OK"
"8jku2","1.00","OK"
"8jkul","2.82","OK"
"8jkv1","1.08","OK"
"8jkv9","1.06","OK"
"8jkve","1.33","OK"
"8jkwc","2.57","OK"
"8jkwu","1.00","OK"
"8jky9","1.13","OK"
"8jl02","1.00","OK"
"8jl05","1.08","OK"
"8jl0l","3.43","OK"
"8jl0o","1.00","OK"
"8jl1o","1.09","OK"
"8jl1u","1.04","OK"
"8jl23","1.11","OK"
"8jl39","1.00","OK"
"8jl3n","1.09","OK"
"8jl3y","1.06","Fraud"
"8jl43","1.06","OK"
"8jl4l","1.17","OK"
"8jl61","1.07","OK"
"8jl6e","1.74","OK"
"8jl7q","1.29","OK"
"8jla6","1.17","OK"
"8jlad","1.00","OK"
"8jlah","1.00","OK"
"8jlc5","1.06","OK"
"8jli0","2.50","OK"
"8jlic","1.14","OK"
"8jlii","1.13","OK"
"8jlis","4.52","OK"
"8jljk","1.00","OK"
"8jljl","1.00","OK"
"8jljm","1.08","OK"
"8jljq","1.00","OK"
"8jljr","94.41","OK"
"8jlju","1.08","OK"
"8jlk3","1.47","OK"
"8jlkt","1.14","OK"
"8jlms","1.01","OK"
"8jlmv","1.06","OK"
"8jlmz","1.00","OK"
"8jln6","1.05","OK"
"8jlnl","1.08","OK"
"8jlos","1.62","OK"
"8jlpw","3.81","OK"
"8jlpz","1.11","OK"
"8jlr2","1.00","OK"
"8jlru","1.00","OK"
"8jlt1","1.89","OK"
"8jlu6","1.27","Fraud"
"8jlus","1.22","OK"
"8jlyt","1.00","OK"
"8jlzr","1.18","OK"
"8jm0h","1.00","OK"
"8jm0y","1.00","OK"
"8jm18","1.00","OK"
"8jm4d","1.11","OK"
"8jm4h","7.26","OK"
"8jm4p","1.00","OK"
"8jm4v","1.12","OK"
"8jm5b","1.07","OK"
"8jm5w","1.76","OK"
"8jm90","1.29","OK"
"8jm9p","1.42","OK"
"8jmbn","1.00","OK"
"8jmch","1.32","OK"
"8kuma","1.00","OK"
"8kump","1.04","OK"
"8kumu","1.58","Fraud"
"8kun0","1.00","OK"
"8kun1","1.05","OK"
"8kun5","1.25","Fraud"
"8kuno","1.00","OK"
"8kunr","1.04","OK"
"8kunx","1.06","OK"
"8kuo4","1.00","OK"
"8kuo5","1.05","OK"
"8kuov","1.00","OK"
"8kuph","1.00","OK"
"8kupw","1.00","OK"
"8kupz","1.00","OK"
"8kuq2","1.00","OK"
"8kuqa","1.03","OK"
"8kuqd","1.55","OK"
"8kuql","1.00","OK"
"8kuro","1.11","OK"
"8kus3","1.09","OK"
"8kus9","1.16","OK"
"8kusa","1.50","OK"
"8kusb","2.06","OK"
"8kusi","1.00","OK"
"8kusr","1.06","OK"
"8kuti","1.00","OK"
"8kuto","28.06","OK"
"8kutv","1.00","OK"
"8kuuh","1.00","OK"
"8kuv3","1.00","OK"
"8kuv8","1.00","OK"
"8kuv9","1.24","Observation"
"8kuva","1.04","OK"
"8kuvb","2.11","Fraud"
"8kuvj","1.06","OK"
"8kuvn","1.00","OK"
"8kuvt","24.37","OK"
"8kuvy","1.00","OK"
"8kux8","1.13","OK"
"8kuxa","15.16","Observation"
"8kuxc","1.00","OK"
"8kuxg","1.00","OK"
"8kuxh","1.00","OK"
"8kuxi","1.00","OK"
"8kuxj","1.25","OK"
"8kuxk","1.00","OK"
"8kuxp","1.00","OK"
"8kuy3","1.00","OK"
"8kuy4","1.00","OK"
"8kuy9","1.00","OK"
"8kuyg","1.35","OK"
"8kuyp","1.00","OK"
"8kuys","4.24","OK"
"8kuze","1.17","OK"
"8kuzg","1.33","OK"
"8kuzj","1.04","OK"
"8kuzl","1.00","OK"
"8kv08","11.82","OK"
"8kv0e","1.06","OK"
"8kv0o","1.00","OK"
"8kv0s","5.17","Observation"
"8kv3c","1.08","OK"
"8kv3v","1.82","Fraud"
"8kv42","1.00","OK"
"8kv4a","1.00","OK"
"8kv4d","1.00","OK"
"8kv4k","2.00","OK"
"8kv4v","1.07","OK"
"8kv4x","1.00","OK"
"8kv5a","1.00","OK"
"8kv5w","1.78","Fraud"
"8kv5y","1.00","OK"
"8kv6q","1.00","OK"
"8kv6v","1.13","Fraud"
"8kv6y","1.02","OK"
"8kv74","1.11","OK"
"8kv77","1.00","OK"
"8kv7n","1.16","Fraud"
"8kv7x","1.18","Fraud"
"8kv80","1.17","OK"
"8kv8i","1.00","OK"
"8kv8s","1.06","OK"
"8kv90","1.98","OK"
"8kv97","1.02","OK"
"8kv9a","1.04","OK"
"8kv9b","1.07","OK"
"8kvad","1.20","OK"
"8kvas","1.01","OK"
"8kvax","1.03","OK"
"8kvb3","1.00","OK"
"8kvbe","1.00","OK"
"8kvbi","2.00","OK"
"8kvc4","2.17","OK"
"8kvc7","2.00","OK"
"8kvc8","1.00","OK"
"8kvcs","1.00","OK"
"8kvct","1.00","OK"
"8kvdh","1.00","OK"
"8kve7","1.04","OK"
"8kvec","1.02","OK"
"8kven","1.02","OK"
"8kveo","1.12","OK"
"8kveq","1.00","OK"
"8kvey","1.00","OK"
"8kvfl","1.00","OK"
"8kvfn","1.00","OK"
"8kvfr","1.19","OK"
"8kvg3","1.00","OK"
"8kvgc","1.00","OK"
"8kvgp","1.00","OK"
"8kvgr","1.00","OK"
"8kvgs","1.00","OK"
"8kvh1","1.00","OK"
"8kvh9","1.33","OK"
"8kvhd","1.11","OK"
"8kvhi","1.47","OK"
"8kvhp","1.00","OK"
"8kvhz","1.00","OK"
"8kvie","1.00","OK"
"8kvil","1.00","OK"
"8kvim","1.14","OK"
"8kviw","1.09","OK"
"8kvj1","1.11","OK"
"8kvjl","1.00","OK"
"8kvkh","1.00","OK"
"8kvkj","1.00","OK"
"8kvkq","1.05","OK"
"8kvkw","1.10","OK"
"8kvl0","1.11","OK"
"8kvl1","1.27","OK"
"8kvl2","1.15","OK"
"8kvl6","1.15","OK"
"8kvl7","1.78","OK"
"8kvl8","1.00","OK"
"8kvlp","1.11","OK"
"8kvlq","1.00","OK"
"8kvm0","1.10","OK"
"8kvm1","1.21","OK"
"8kvm2","1.30","OK"
"8kvm6","1.11","OK"
"8kvm7","1.03","OK"
"8kvma","1.00","OK"
"8kvmd","1.00","OK"
"8kvmf","1.00","OK"
"8kvmo","1.71","OK"
"8kvmr","1.09","OK"
"8kvna","1.20","OK"
"8kvnb","1.11","Observation"
"8kvnu","1.00","OK"
"8kvo1","1.04","OK"
"8kvos","1.20","OK"
"8kvot","1.00","OK"
"8kvpb","1.00","OK"
"8kvpc","1.00","OK"
"8kvpe","1.00","OK"
"8kvpg","1.00","OK"
"8kvpr","1.00","OK"
"8kvpw","1.13","OK"
"8kvq0","1.10","OK"
"8kvqh","1.00","OK"
"8kvqm","1.00","OK"
"8kvqp","1.33","OK"
"8kvr5","1.00","OK"
"8kvr9","1.00","OK"
"8kvrh","1.00","OK"
"8kvrr","1.00","OK"
"8kvry","1.00","OK"
"8kvs0","1.10","OK"
"8kvs1","1.00","OK"
"8kvs9","1.00","OK"
"8kvsu","1.08","OK"
"8kvtr","1.00","OK"
"8kvtw","1.00","OK"
"8kvty","1.19","OK"
"8kvu3","1.00","OK"
"8kvu7","1.00","OK"
"8kvug","1.16","OK"
"8kvuh","1.00","OK"
"8kvv2","1.13","Observation"
"8kvv3","1.33","OK"
"8kvv4","1.08","OK"
"8kvv6","2.23","OK"
"8kvv7","1.09","OK"
"8kvv8","1.00","OK"
"8kvvd","1.60","OK"
"8kvvh","1.18","Observation"
"8kvxs","1.00","OK"
"8kvy3","1.00","OK"
"8kvyf","1.07","OK"
"8kvyo","1.12","OK"
"8kvyr","1.06","OK"
"8kvzp","1.00","OK"
"8kw03","1.00","OK"
"8kw0f","8.45","Observation"
"8kw0n","1.00","OK"
"8kw15","2.67","OK"
"8kw19","1.08","OK"
"8kw1q","1.08","OK"
"8kw28","1.00","OK"
"8kw2n","1.00","OK"
"8kw39","1.00","OK"
"8kw3g","1.31","OK"
"8kw4u","1.00","OK"
"8kw4v","1.51","Fraud"
"8kw4x","1.00","OK"
"8kw4z","1.11","OK"
"8kw53","1.00","OK"
"8kw5p","1.00","OK"
"8kw5u","1.75","Fraud"
"8kw6d","1.00","OK"
"8kw70","1.00","OK"
"8kwzo","1.05","OK"
"8kwzv","1.04","OK"
"8kwzx","8.45","Fraud"
"8kwzy","1.75","OK"
"8kx0a","1.00","OK"
"8kx0h","1.00","OK"
"8kx0o","1.11","OK"
"8kx0y","7.43","OK"
"8kx17","1.00","OK"
"8kx19","1.00","OK"
"8kx1q","1.00","OK"
"8kx1z","1.00","Observation"
"8kx21","1.00","OK"
"8kx25","3.17","OK"
"8kx29","1.00","OK"
"8kx2a","1.00","OK"
"8kx2d","1.04","Fraud"
"8kx2g","1.00","OK"
"8kx2r","1.00","OK"
"8kx2u","1.11","Fraud"
"8kx2w","2.00","OK"
"8kx31","3.05","OK"
"8kx33","1.50","OK"
"8kx37","1.04","OK"
"8kx3a","1.00","OK"
"8kx3b","1.00","OK"
"8kx3c","1.47","OK"
"8kx3f","1.22","OK"
"8kx3i","1.25","OK"
"8kx3q","1.06","OK"
"8kx3r","1.00","OK"
"8kx47","2.00","OK"
"8kx4j","1.00","OK"
"8kx5a","5.58","OK"
"8kx5c","1.06","OK"
"8kx5g","1.00","OK"
"8kx5q","1.00","Observation"
"8kx6b","1.00","Observation"
"8kx86","2.00","Observation"
"8kxdu","1.11","OK"
"8kxe3","1.00","OK"
"8kxee","1.42","OK"
"8kxef","1.00","OK"
"8kxel","2.50","Fraud"
"8kxem","3.67","Fraud"
"8kxep","3.17","OK"
"8kxer","1.20","OK"
"8kxev","1.00","OK"
"8kxew","1.00","OK"
"8kxez","1.00","OK"
"8kxf2","26.06","OK"
"8kxf4","1.00","OK"
"8kxfb","1.09","OK"
"8kxfu","1.00","OK"
"8kxgk","1.00","OK"
"8kxgm","1.72","OK"
"8kxgs","1.89","Fraud"
"8kxgt","1.75","OK"
"8kxgu","1.14","OK"
"8kxgv","2.10","Fraud"
"8kxgy","1.00","OK"
"8kxhd","1.00","OK"
"8kxhn","1.00","OK"
"8kxhp","1.00","OK"
"8kxhq","8.55","OK"
"8kxij","7.73","Fraud"
"8kxik","1.25","OK"
"8kxim","1.00","OK"
"8kxj4","1.00","OK"
"8kxj8","5.50","OK"
"8kxjw","1.53","OK"
"8kxjy","1.10","OK"
"8kxkx","1.61","Observation"
"8kxl2","1.00","OK"
"8kxl3","7.20","Fraud"
"8kxla","1.09","OK"
"8kxlk","1.13","OK"
"8kxll","1.92","OK"
"8kxlo","1.00","OK"
"8kxlp","1.35","OK"
"8kxlq","1.02","OK"
"8kxlr","1.32","OK"
"8kxlt","1.26","OK"
"8kxlv","1.48","Fraud"
"8kxly","5.74","Fraud"
"8kxm0","1.78","OK"
"8kxm9","3.05","OK"
"8kxmh","1.25","Fraud"
"8kxml","1.76","OK"
"8kxmm","1.00","OK"
"8kxmo","1.00","OK"
"8kxn2","1.00","OK"
"8kxn5","1.09","OK"
"8kxnk","2.25","OK"
"8kxnl","10.37","OK"
"8kxnm","8.92","Fraud"
"8kxnn","7.08","Observation"
"8kxnw","1.02","OK"
"8kxo5","1.00","OK"
"8kxoj","1.11","Observation"
"8kxom","1.21","OK"
"8kxor","1.00","OK"
"8kxos","1.00","OK"
"8kxox","1.00","OK"
"8kxoy","1.06","Fraud"
"8kxp5","1.00","OK"
"8kxpa","1.00","OK"
"8kxpd","1.00","OK"
"8kxpq","1.05","OK"
"8kxpv","4.96","OK"
"8kxq6","1.45","OK"
"8kxqd","1.96","OK"
"8kxqf","1.00","OK"
"8kxqj","1.08","OK"
"8kxqk","2.14","Observation"
"8kxqm","1.84","OK"
"8kxqw","1.14","OK"
"8kxr9","1.23","Observation"
"8kxrb","1.03","Observation"
"8kxrc","1.21","OK"
"8kxre","1.27","Observation"
"8kxri","1.00","OK"
"8kxrj","1.00","OK"
"8kxrs","1.00","OK"
"8kxtp","1.00","OK"
"8kxvk","1.05","OK"
"8kxxf","1.09","OK"
"8kxzn","1.00","OK"
"8kxzu","1.11","OK"
"8ky0g","1.00","OK"
"8ky0o","1.00","OK"
"8ky15","1.03","OK"
"8ky18","1.00","OK"
"8ky1v","1.00","OK"
"8ky22","1.04","OK"
"8ky2b","1.00","OK"
"8ky2f","1.00","OK"
"8ky2l","1.00","OK"
"8ky2n","1.00","OK"
"8ky46","1.18","OK"
"8ky4j","1.07","OK"
"8ky4k","1.07","OK"
"8ky4n","1.17","OK"
"8ky4r","1.00","OK"
"8ky4x","1.00","OK"
"8ky50","1.00","OK"
"8ky5c","1.00","OK"
"8ky5s","1.00","OK"
"8ky6d","1.00","OK"
"8ky6h","1.51","Fraud"
"8ky6n","1.77","Fraud"
"8ky6u","1.09","OK"
"8ky6v","1.12","OK"
"8ky77","1.00","OK"
"8ky8n","1.00","OK"
"8ky8r","1.00","OK"
"8ky93","1.00","OK"
"8ky9n","1.00","OK"
"8kyao","1.00","OK"
"8kyb9","1.00","OK"
"8kybc","1.00","OK"
"8kybl","1.95","OK"
"8kybu","1.00","OK"
"8kyc0","1.25","OK"
"8kycf","1.00","OK"
"8kycw","1.03","OK"
"8kydv","1.13","Fraud"
"8kygk","1.03","OK"
"8kygl","1.50","OK"
"8kygo","1.00","OK"
"8kygq","1.10","OK"
"8kygz","1.00","OK"
"8kyhj","1.00","OK"
"8kyiq","1.08","OK"
"8kyjt","1.00","OK"
"8kyk5","1.01","OK"
"8kyka","1.00","OK"
"8kyl4","1.07","OK"
"8kyl5","2.35","OK"
"8kyld","1.00","OK"
"8kymr","1.00","OK"
"8kynd","1.11","OK"
"8kynk","1.00","OK"
"8kyov","1.35","Fraud"
"8kyow","1.25","OK"
"8kyoy","1.00","OK"
"8kyp1","1.00","OK"
"8kyp7","1.00","OK"
"8kyp8","1.00","OK"
"8kypd","1.07","OK"
"8kypr","1.05","OK"
"8kyqu","1.00","OK"
"8kyre","1.00","OK"
"8kysj","1.00","OK"
"8kyss","1.00","OK"
"8kytg","1.00","OK"
"8kyu8","1.00","OK"
"8kyvb","1.78","OK"
"8kyvg","1.00","OK"
"8kyvt","1.00","OK"
"8kyvw","1.07","OK"
"8kyw0","1.00","OK"
"8kyw6","1.08","OK"
"8kywb","1.10","OK"
"8kywm","1.00","OK"
"8kywq","1.00","OK"
"8kywy","1.11","OK"
"8kyxs","1.00","OK"
"8kyxz","1.00","OK"
"8kyyv","1.00","OK"
"8kyz1","1.00","OK"
"8kyzp","15.40","OK"
"8kz2d","1.50","OK"
"8kz2e","1.00","OK"
"8kz2y","1.00","OK"
"8kz4p","1.00","OK"
"8kz5j","1.00","OK"
"8kz64","1.04","OK"
"8kz6l","1.00","OK"
"8kz6p","1.15","Fraud"
"8kz6r","1.00","OK"
"8kz74","1.00","OK"
"8kz7h","1.00","OK"
"8kz7i","1.00","OK"
"8kz7z","1.00","OK"
"8kz81","1.10","OK"
"8kz84","1.04","OK"
"8kz8a","1.03","OK"
"8kz9c","1.00","OK"
"8kz9e","1.00","OK"
"8kz9f","1.41","OK"
"8kz9k","1.00","OK"
"8kz9x","1.00","OK"
"8kzaf","1.00","OK"
"8kzbb","4.13","OK"
"8kzbg","1.19","OK"
"8kzd5","1.00","OK"
"8kzds","1.00","OK"
"8kzen","1.07","OK"
"8kzep","1.05","OK"
"8kzer","1.06","OK"
"8kzes","1.00","OK"
"8kzf2","1.00","OK"
"8kzf5","1.00","OK"
"8kzfo","1.08","OK"
"8kzgc","1.00","OK"
"8kzgf","1.00","OK"
"8kzhr","1.00","OK"
"8kzhu","1.00","OK"
"8kzhz","1.00","OK"
"8kzi1","1.00","OK"
"8kzi5","1.00","OK"
"8kzjk","1.08","Fraud"
"8kzjq","1.00","OK"
"8kzjy","1.00","OK"
"8kzkc","1.00","OK"
"8kzkl","1.08","OK"
"8kzkp","1.00","OK"
"8kzkq","1.00","OK"
"8kzl3","1.00","OK"
"8kzl6","1.00","OK"
"8kzlb","1.00","OK"
"8kzll","1.03","OK"
"8kzlm","1.00","OK"
"8kzm1","1.13","Fraud"
"8kzmh","1.00","OK"
"8kzmx","1.00","OK"
"8kzmy","1.00","OK"
"8kzna","1.58","OK"
"8kznn","1.20","OK"
"8kznw","1.01","OK"
"8kzo4","1.00","OK"
"8kzom","1.00","OK"
"8kzpi","1.00","OK"
"8kzq3","1.00","OK"
"8kzqd","1.11","OK"
"8kzqe","1.00","OK"
"8kzqo","1.00","OK"
"8kzr4","1.05","OK"
"8kzr5","1.07","OK"
"8kzr6","1.03","OK"
"8kzr7","1.03","OK"
"8kzr9","1.00","OK"
"8kzss","1.04","OK"
"8kzst","1.02","OK"
"8kzsu","1.00","OK"
"8kzt1","1.63","OK"
"8kztj","1.00","OK"
"8kztp","1.00","OK"
"8kztq","1.03","OK"
"8kzu3","1.00","OK"
"8kzuk","1.02","OK"
"8kzv1","1.05","OK"
"8kzvn","1.99","OK"
"8kzw1","1.03","OK"
"8kzwc","1.00","OK"
"8kzwu","1.18","OK"
"8kzx6","1.06","OK"
"8kzxc","1.07","OK"
"8kzxk","1.03","OK"
"8kzxo","1.13","OK"
"8kzxz","3.50","OK"
"8kzy2","1.00","OK"
"8kzy5","1.27","OK"
"8kzyi","1.36","Observation"
"8kzyz","1.00","OK"
"8l004","1.00","OK"
"8l00g","1.89","OK"
"8l00h","1.07","Fraud"
"8l00x","1.00","OK"
"8l014","1.50","OK"
"8l01a","1.00","OK"
"8l01b","1.00","OK"
"8l01g","1.01","OK"
"8l01w","1.00","OK"
"8l01y","1.04","OK"
"8l029","1.13","OK"
"8l02e","1.00","OK"
"8l02g","1.00","OK"
"8l02m","1.00","OK"
"8l02n","1.00","OK"
"8l02t","1.09","OK"
"8l02x","1.01","OK"
"8l03g","1.00","OK"
"8l03j","1.03","OK"
"8l046","1.00","OK"
"8l04m","1.00","OK"
"8l04x","1.50","OK"
"8l04z","1.12","OK"
"8l050","1.34","OK"
"8l051","1.52","OK"
"8l052","1.38","OK"
"8l053","1.42","OK"
"8l05k","1.20","OK"
"8l05l","1.10","OK"
"8l05z","1.00","OK"
"8l061","1.03","OK"
"8l063","1.00","OK"
"8l06b","1.00","OK"
"8l071","1.07","OK"
"8l07i","1.06","OK"
"8l07n","1.25","OK"
"8l07q","1.00","OK"
"8l07t","1.00","OK"
"8l08l","1.00","OK"
"8l09b","1.68","OK"
"8l0a0","1.02","OK"
"8l0aq","1.07","OK"
"8l0b4","1.08","OK"
"8l0bl","1.22","Observation"
"8l0bm","1.00","OK"
"8l0c2","1.00","OK"
"8l0ca","1.07","OK"
"8l0cx","1.93","OK"
"8l0e4","1.02","OK"
"8l0f6","1.00","OK"
"8l0fs","1.00","OK"
"8l0fv","2.00","OK"
"8l0fx","1.00","OK"
"8l0gr","1.06","OK"
"8l0ho","1.00","OK"
"8l0i4","1.00","OK"
"8l0io","1.02","OK"
"8l0iu","1.00","OK"
"8l0iv","1.06","OK"
"8l0j8","1.00","OK"
"8l0jf","1.02","OK"
"8l0k0","1.00","OK"
"8l0k9","1.00","OK"
"8l0l8","1.00","OK"
"8l0lh","1.05","OK"
"8l0lm","1.00","OK"
"8l0lv","1.17","OK"
"8l0m2","2.00","OK"
"8l0m9","1.03","OK"
"8l0mw","1.00","OK"
"8l0n5","1.00","OK"
"8l0ng","1.00","OK"
"8l0nw","1.00","OK"
"8l0p1","1.07","OK"
"8l0p8","1.00","OK"
"8l0q6","2.08","Fraud"
"8l0r9","1.20","OK"
"8l0rb","1.78","Fraud"
"8l0rp","1.12","OK"
"8l0rq","1.26","OK"
"8l0rr","1.08","OK"
"8l0sm","1.66","OK"
"8l0sw","1.00","OK"
"8l0t1","1.05","OK"
"8l0t3","1.00","OK"
"8l0t6","1.00","OK"
"8l0td","1.00","OK"
"8l0ty","1.00","OK"
"8l0u5","1.00","OK"
"8l0uu","1.18","OK"
"8l0v8","1.44","Observation"
"8l0v9","3.07","OK"
"8l0w0","1.00","OK"
"8l0wx","1.08","OK"
"8l0wz","1.25","OK"
"8l0x3","1.12","OK"
"8l0x4","1.00","OK"
"8l0x9","1.00","OK"
