"partnerid","IpVariance","status"
"8iiq8","0.00","OK"
"8iiqq","0.00","OK"
"8iir0","204.69","OK"
"8iird","1.25","OK"
"8iitn","0.00","OK"
"8iitu","23.06","OK"
"8iitv","40.67","OK"
"8iivd","54.16","OK"
"8iivr","1.24","OK"
"8iiwo","1.00","OK"
"8iix3","0.00","OK"
"8iixo","8.37","OK"
"8iixv","3.73","OK"
"8iixy","0.75","OK"
"8iixz","0.22","OK"
"8iiy4","75.00","OK"
"8iiyk","13.95","OK"
"8ij00","0.00","OK"
"8ij02","0.58","OK"
"8ij0g","2048.54","OK"
"8ij0y","203.52","OK"
"8ij1v","0.00","OK"
"8ij22","27.06","OK"
"8ij28","0.00","OK"
"8ij2q","24.71","OK"
"8ij2z","7.82","OK"
"8ij34","0.00","OK"
"8ij3p","0.00","OK"
"8ij42","96.37","OK"
"8ij4e","0.00","OK"
"8ij4s","0.00","OK"
"8ij4w","0.75","OK"
"8ij4y","26.09","OK"
"8ij4z","4.69","OK"
"8ij59","667.18","OK"
"8ij5w","595.25","OK"
"8ij62","0.00","OK"
"8ij63","0.08","OK"
"8ij6x","6.81","OK"
"8ij77","0.00","OK"
"8ij7g","0.00","OK"
"8ij8t","0.00","OK"
"8ij92","151.93","OK"
"8ij9m","131.25","OK"
"8ijat","1.17","OK"
"8ijb4","0.74","OK"
"8ijb7","4.04","OK"
"8ijb8","7093.91","OK"
"8ijba","8944.08","OK"
"8ijbf","622.75","OK"
"8ijcm","55.59","OK"
"8ijd3","2.06","OK"
"8ijdf","0.00","OK"
"8ije6","0.64","OK"
"8ijed","0.00","OK"
"8ijei","1.92","OK"
"8ijeq","0.22","OK"
"8ijf6","0.75","OK"
"8ijfb","74.40","OK"
"8ijfd","32.84","OK"
"8ijfl","0.00","OK"
"8ijgn","0.00","OK"
"8ijj1","0.00","OK"
"8ijjb","0.19","OK"
"8ijlc","0.22","OK"
"8ijmb","0.00","OK"
"8ijod","5.93","OK"
"8ijq9","8.00","OK"
"8ijql","64.40","Observation"
"8ijqm","0.25","OK"
"8ijqn","0.00","OK"
"8ijqw","0.25","OK"
"8ijro","15.39","OK"
"8ijs4","0.00","OK"
"8ijsn","1.22","OK"
"8ijsu","0.00","OK"
"8ijtd","0.00","OK"
"8ijub","1.66","OK"
"8ijva","0.00","OK"
"8ijw3","22.93","OK"
"8ijwf","0.22","OK"
"8ijx4","2.22","OK"
"8ijy9","112.67","OK"
"8ijyd","118.38","OK"
"8ijzd","867.29","Observation"
"8ijze","7.06","OK"
"8ijzf","0.00","OK"
"8ijzi","563.87","OK"
"8ijzj","586.27","Fraud"
"8ijzx","2086.27","OK"
"8ik0f","0.00","OK"
"8ik0g","0.00","OK"
"8ik0y","29.56","OK"
"8ik15","0.00","OK"
"8ik16","0.58","OK"
"8ik1o","0.00","OK"
"8ik1t","0.56","OK"
"8ik2b","11.58","OK"
"8ik2u","3.97","OK"
"8ik4w","0.46","OK"
"8ik58","1591.02","OK"
"8ik59","2.24","OK"
"8ik67","0.00","OK"
"8ik6c","1.73","OK"
"8ik6x","0.00","OK"
"8ik7d","22.30","OK"
"8ik7m","0.00","OK"
"8ik7q","0.00","OK"
"8ik9c","2.25","OK"
"8ik9l","0.00","OK"
"8ik9s","3.00","OK"
"8ik9t","1.92","OK"
"8ika3","4.29","OK"
"8ikah","86.09","OK"
"8ikap","0.00","OK"
"8ikaq","1.00","OK"
"8ikb5","192.84","OK"
"8ikba","11.43","OK"
"8ikc8","0.00","OK"
"8ikdj","4.36","OK"
"8ikdw","1.88","OK"
"8ike2","3.21","OK"
"8ikf1","1.25","OK"
"8ikfo","12.50","OK"
"8ikg6","0.08","OK"
"8ikg9","0.00","OK"
"8iki8","0.22","OK"
"8ikip","172.25","OK"
"8ikjp","3.47","OK"
"8iklg","0.00","OK"
"8ikm9","114.11","OK"
"8ikme","7.49","OK"
"8ikmz","0.00","OK"
"8ikn6","30.57","OK"
"8ikna","12.02","OK"
"8ikou","3.07","OK"
"8ikpq","178.09","Observation"
"8ikr4","482.54","OK"
"8iks0","5.23","OK"
"8ikt9","8435.41","Fraud"
"8ikuf","0.00","OK"
"8ikvr","29.39","OK"
"8ikyc","0.00","OK"
"8ikzq","99.97","OK"
"8il0o","54051.21","Fraud"
"8il17","0.00","OK"
"8il1w","417.49","OK"
"8il22","4.44","OK"
"8il2j","0.63","OK"
"8il2x","101.31","OK"
"8il3g","129.26","OK"
"8il3o","0.00","OK"
"8il3v","27.32","OK"
"8il4c","0.85","OK"
"8il4n","106.32","OK"
"8il4r","0.12","OK"
"8il6b","36.04","OK"
"8il79","10.34","OK"
"8il7m","0.00","OK"
"8il8k","0.00","OK"
"8ilbu","37.47","OK"
"8ilbx","6832.13","OK"
"8ilc9","0.00","OK"
"8ildb","0.04","OK"
"8ildi","1334.78","OK"
"8ildn","4.00","OK"
"8ilee","0.00","OK"
"8ilel","0.78","OK"
"8ilf9","59.18","OK"
"8ilff","9.33","OK"
"8ilfu","194.23","OK"
"8ilh8","0.00","OK"
"8ili5","3.69","OK"
"8iljx","2645.77","OK"
"8iljy","22.50","OK"
"8ill4","0.16","OK"
"8ilm3","0.00","OK"
"8ilm4","3.00","OK"
"8ilma","0.22","OK"
"8ilmh","0.25","OK"
"8ilnq","0.00","OK"
"8ilnu","7.26","OK"
"8iloh","0.56","OK"
"8ilok","1662.38","Observation"
"8ilp2","0.14","OK"
"8ilqt","945.79","OK"
"8ils4","0.00","OK"
"8ils9","987.80","Observation"
"8ilu4","0.00","OK"
"8iluh","0.25","OK"
"8iluo","0.00","OK"
"8iluy","20351.64","Observation"
"8ilyg","0.00","OK"
"8ilzp","8.32","OK"
"8ilzu","0.00","OK"
"8im0u","605.45","OK"
"8im11","0.00","OK"
"8im12","0.00","OK"
"8im1a","0.00","OK"
"8im1j","0.00","OK"
"8im29","0.22","OK"
"8im41","34.76","OK"
"8im4f","1463.90","OK"
"8im4k","0.00","OK"
"8im4l","0.00","OK"
"8im50","0.00","OK"
"8im59","4847.39","OK"
"8im6c","2.05","OK"
"8im6t","1812.00","OK"
"8im78","53.61","OK"
"8im90","0.00","OK"
"8im9a","1139.35","OK"
"8imbb","0.00","OK"
"8imcs","1438.61","OK"
"8imd2","42436.08","OK"
"8imdp","0.00","OK"
"8imdt","0.05","OK"
"8ime3","9.17","OK"
"8ime7","25.12","OK"
"8imef","4.00","OK"
"8imfu","0.00","OK"
"8img5","0.00","OK"
"8imgt","811.19","OK"
"8imh7","0.00","OK"
"8imho","0.00","OK"
"8imhp","0.00","OK"
"8imhz","4.64","OK"
"8imi0","0.00","OK"
"8imib","0.46","OK"
"8imik","0.00","OK"
"8imk8","59.84","Observation"
"8imkc","99.21","Observation"
"8imkd","174.16","OK"
"8imko","0.00","OK"
"8immj","10833.24","OK"
"8immk","15.41","OK"
"8immq","0.00","OK"
"8immu","0.14","OK"
"8imna","90.41","OK"
"8imob","256.11","OK"
"8impo","6.18","OK"
"8imqe","166.22","OK"
"8imqn","0.00","OK"
"8imrg","0.00","OK"
"8imrr","21.79","OK"
"8ims6","404.69","Fraud"
"8imt7","0.00","OK"
"8imtk","0.64","OK"
"8imtz","0.00","OK"
"8imu3","0.73","OK"
"8imv2","25.36","OK"
"8imvn","511.50","OK"
"8imvu","0.00","OK"
"8imw6","0.14","OK"
"8imwm","4.07","OK"
"8imwn","7.58","OK"
"8imwx","855.16","OK"
"8imxk","0.00","OK"
"8imxz","0.13","OK"
"8imy8","0.00","OK"
"8imyq","0.00","OK"
"8imyz","1.00","OK"
"8imz2","5.49","OK"
"8imza","14.22","OK"
"8imzd","1153.81","OK"
"8imze","15.18","OK"
"8imzr","45.26","OK"
"8imzv","6.58","OK"
"8in00","0.00","OK"
"8in07","4.00","OK"
"8in0d","420.23","OK"
"8in0q","0.00","OK"
"8in1c","0.84","OK"
"8in1d","5.17","OK"
"8in1s","3807.86","OK"
"8in1t","2209.24","OK"
"8in1y","0.00","OK"
"8in20","0.00","OK"
"8in2d","9.73","OK"
"8in2g","0.00","OK"
"8in34","2.25","OK"
"8in35","9.76","OK"
"8in36","0.00","OK"
"8in3c","912.88","OK"
"8in41","0.00","OK"
"8in43","0.00","OK"
"8in49","0.12","OK"
"8in4e","0.00","OK"
"8in66","5.25","OK"
"8in69","8532.96","OK"
"8in6a","25286.47","OK"
"8in7f","51.89","OK"
"8in80","0.56","OK"
"8in8e","87.30","Fraud"
"8in8l","0.00","OK"
"8in8z","0.00","OK"
"8in9f","0.00","OK"
"8in9m","0.74","OK"
"8ina8","0.00","OK"
"8inag","2.56","OK"
"8inat","0.00","OK"
"8inay","86309.40","OK"
"8inbg","0.00","OK"
"8inca","0.00","OK"
"8incg","0.00","OK"
"8inch","0.00","OK"
"8inck","20.64","OK"
"8ind9","0.00","OK"
"8indc","3.61","OK"
"8inei","50.49","OK"
"8inf7","47.90","OK"
"8ingg","9.07","OK"
"8ings","548.73","OK"
"8inhr","408.87","OK"
"8ini4","18.69","OK"
"8ini5","0.00","OK"
"8inig","2.32","OK"
"8inil","6.12","OK"
"8injc","15.04","OK"
"8injo","1.00","OK"
"8inkd","2.69","OK"
"8inld","0.25","OK"
"8inn7","43.77","OK"
"8ino6","1089.52","OK"
"8inp3","0.47","OK"
"8inrc","21.92","OK"
"8ins1","171.29","OK"
"8insm","4.71","OK"
"8insr","0.00","OK"
"8intf","5.94","OK"
"8inu8","0.64","OK"
"8inum","109.57","OK"
"8invg","0.00","OK"
"8inwd","31.39","OK"
"8inwo","34.04","OK"
"8inwq","11.61","OK"
"8inwx","0.75","OK"
"8inz6","3.69","OK"
"8inz8","93.28","OK"
"8io28","5.36","OK"
"8io3k","0.25","OK"
"8io3v","0.00","OK"
"8io4k","0.00","OK"
"8io4t","0.64","OK"
"8io5j","125.57","OK"
"8io5s","362.47","OK"
"8io79","0.00","OK"
"8io7a","0.25","OK"
"8io8s","28.40","OK"
"8io95","8.86","OK"
"8io9t","1.32","OK"
"8ioac","3.37","OK"
"8ioad","47.12","Observation"
"8ioaf","37.77","OK"
"8iob1","6.85","OK"
"8ioby","0.19","OK"
"8iofb","0.75","OK"
"8iohm","0.00","OK"
"8ioj0","0.00","OK"
"8iok5","0.00","OK"
"8iokr","0.00","OK"
"8ioml","0.00","OK"
"8iomw","0.00","OK"
"8ionb","0.00","OK"
"8ionh","0.00","OK"
"8ionj","0.00","OK"
"8ioo5","0.74","OK"
"8ioo7","1.92","OK"
"8ioov","0.00","OK"
"8ioqe","92.92","OK"
"8ior0","0.22","OK"
"8iory","0.00","OK"
"8iosv","453.01","OK"
"8iot1","104.78","OK"
"8iott","0.00","OK"
"8iou1","1.67","OK"
"8iou5","0.00","OK"
"8iou8","49.72","OK"
"8ioui","0.00","OK"
"8ioul","0.25","OK"
"8iow5","0.00","OK"
"8iowu","27.84","OK"
"8ioyh","0.00","OK"
"8ioyz","0.00","OK"
"8iozi","3.05","OK"
"8ip10","0.25","OK"
"8ip1i","0.00","OK"
"8ip1v","83.50","OK"
"8ip45","4478.10","OK"
"8ip46","0.16","OK"
"8ip4d","6783.53","OK"
"8ip5p","357.73","OK"
"8ip5q","59.48","OK"
"8ip65","0.00","OK"
"8ip71","330.02","Observation"
"8ip85","0.00","OK"
"8ip8o","2.25","OK"
"8ipat","0.19","OK"
"8ipcr","0.12","OK"
"8ipdk","0.00","OK"
"8ipdp","0.00","OK"
"8ipdr","0.00","OK"
"8ipeq","0.75","OK"
"8ipg0","0.00","OK"
"8ipg1","0.19","OK"
"8ipgq","3.05","OK"
"8ipgz","0.00","OK"
"8iph1","0.00","OK"
"8ipif","0.25","OK"
"8ipiu","0.19","OK"
"8ipks","5.81","OK"
"8ipls","39.65","OK"
"8ipm4","3.51","OK"
"8ipn0","0.14","OK"
"8ipoi","0.00","OK"
"8ipoo","114.97","OK"
"8ippe","0.14","OK"
"8ippl","0.00","OK"
"8ipr3","6.26","OK"
"8iprx","0.00","OK"
"8ipxe","18.86","OK"
"8ipxf","0.00","OK"
"8iq0e","78.79","OK"
"8iq0h","0.00","OK"
"8iq0l","50.97","OK"
"8iq0m","0.25","OK"
"8iq0q","1.77","OK"
"8iq0r","4.00","OK"
"8iq11","0.00","OK"
"8iq1n","0.56","OK"
"8iq1z","121.29","Observation"
"8iq22","77.89","OK"
"8iq3b","2.38","OK"
"8iq4r","140.51","OK"
"8iq53","64.28","OK"
"8iq7l","0.00","OK"
"8iq7q","2.74","OK"
"8iq85","2.37","OK"
"8iqbs","0.19","OK"
"8iqd8","0.00","OK"
"8iqde","2.31","OK"
"8iqe6","0.00","OK"
"8iqec","0.00","OK"
"8iqee","0.00","OK"
"8iqez","0.00","OK"
"8iqfg","0.22","OK"
"8iqhl","0.00","OK"
"8iqip","0.00","OK"
"8iqjj","0.00","OK"
"8iqk3","0.49","OK"
"8iqks","0.89","OK"
"8iqni","0.00","OK"
"8iqnn","3.56","OK"
"8iqnv","16070.65","OK"
"8iqp5","0.00","OK"
"8iqqe","0.00","OK"
"8iqr5","0.00","OK"
"8iqsf","0.00","OK"
"8iqsw","0.00","OK"
"8iqtd","0.00","OK"
"8iqth","17.58","OK"
"8iqu0","0.00","OK"
"8iqu4","0.00","OK"
"8iqu5","0.00","OK"
"8iqua","0.00","OK"
"8iqug","358.85","OK"
"8iqur","0.00","OK"
"8iquu","0.00","OK"
"8iqvd","0.00","OK"
"8iqvi","3.36","OK"
"8iqvo","0.00","OK"
"8iqvp","0.64","OK"
"8iqvs","2.25","OK"
"8iqw0","0.00","OK"
"8iqw1","1188.21","OK"
"8iqw2","2.15","OK"
"8iqw6","2862.25","OK"
"8iqw8","75.77","OK"
"8iqw9","12.25","OK"
"8iqwa","67.22","OK"
"8iqwb","0.75","OK"
"8iqwc","17.98","OK"
"8iqwe","0.25","OK"
"8iqwf","0.00","OK"
"8iqwy","0.00","OK"
"8iqx9","6.00","OK"
"8iqxa","14.06","OK"
"8iqxb","0.14","OK"
"8iqxi","0.00","OK"
"8iqym","0.00","OK"
"8iqyw","140.94","OK"
"8iqzc","46.88","OK"
"8iqzg","11.59","OK"
"8iqzh","106.86","OK"
"8iqzi","931.50","OK"
"8iqzk","262.39","OK"
"8iqzl","17.88","OK"
"8iqzm","112.76","OK"
"8iqzn","95.82","OK"
"8iqzo","59.97","OK"
"8iqzp","164.79","OK"
"8iqzs","109.87","OK"
"8iqzu","14.29","OK"
"8iqzw","294.70","OK"
"8iqzz","119.81","OK"
"8ir00","239.86","OK"
"8ir01","396.58","OK"
"8ir05","140.72","Fraud"
"8ir06","83.78","OK"
"8ir07","1853.27","OK"
"8ir09","137.53","OK"
"8ir0d","55.57","OK"
"8ir0f","45.49","OK"
"8ir0i","0.00","OK"
"8ir0v","0.25","OK"
"8ir0z","0.00","OK"
"8ir14","31.99","OK"
"8ir16","67.85","OK"
"8ir1o","0.00","OK"
"8ir25","1.25","OK"
"8ir28","0.00","OK"
"8ir2b","1.11","OK"
"8ir2e","43.27","OK"
"8ir2l","0.00","OK"
"8ir2o","0.00","OK"
"8ir2s","0.00","OK"
"8ir3v","0.82","OK"
"8ir4d","0.00","OK"
"8ir6j","0.00","OK"
"8ir6k","0.00","OK"
"8ir6w","0.19","OK"
"8ir7h","0.00","OK"
"8ir96","57.09","OK"
"8irab","1545.42","OK"
"8irb0","0.35","OK"
"8irbp","340.09","OK"
"8irck","4.00","OK"
"8ircl","53.84","OK"
"8ircq","17.88","OK"
"8ircw","0.00","OK"
"8ircy","0.00","OK"
"8irdq","0.00","OK"
"8irdv","0.00","OK"
"8ire4","0.67","OK"
"8irek","0.00","OK"
"8irgx","0.89","OK"
"8irid","0.00","OK"
"8irih","66.91","OK"
"8iriv","156.22","OK"
"8irjv","2.00","OK"
"8irk4","59.55","OK"
"8irkm","7.19","OK"
"8irl1","0.00","OK"
"8irlc","503.84","OK"
"8irle","34.83","OK"
"8irll","966.37","Observation"
"8irob","25514.00","OK"
"8irot","317.63","OK"
"8irq0","451.13","OK"
"8irqh","0.00","OK"
"8irqi","0.00","OK"
"8irqk","0.00","OK"
"8irr8","0.00","OK"
"8irr9","9.97","OK"
"8irrl","0.00","OK"
"8irrw","0.00","OK"
"8irrx","125.38","Observation"
"8irs5","13.80","OK"
"8irsq","0.00","OK"
"8irsy","1.39","OK"
"8irt8","15.27","OK"
"8irtb","0.00","OK"
"8irtc","0.10","OK"
"8irti","0.56","OK"
"8irtu","0.00","OK"
"8iru0","16.00","OK"
"8iru3","0.00","OK"
"8irui","1.17","OK"
"8iruq","0.00","OK"
"8irvj","86.23","OK"
"8irwu","0.00","OK"
"8irzv","0.00","OK"
"8is01","107.11","OK"
"8is0l","0.35","OK"
"8is1d","4.00","OK"
"8is20","2.34","OK"
"8is2b","165.67","OK"
"8is2k","1496.31","Fraud"
"8is2p","0.25","OK"
"8is30","0.00","OK"
"8is32","0.00","OK"
"8is41","0.00","OK"
"8is47","4.00","OK"
"8is4p","0.00","OK"
"8is4w","48.06","OK"
"8is4x","4.54","OK"
"8is5e","64.87","OK"
"8is5f","0.00","OK"
"8is5h","74.01","Observation"
"8is5o","10.76","OK"
"8is5q","9.66","OK"
"8is5r","4.11","OK"
"8is6u","0.00","OK"
"8is82","488.96","OK"
"8is85","0.00","OK"
"8is87","12.52","OK"
"8is8g","12.54","OK"
"8isas","517.41","OK"
"8isat","778.07","OK"
"8isau","0.00","OK"
"8isbh","2.23","OK"
"8isbo","0.00","OK"
"8isbr","0.00","OK"
"8isbz","25.56","OK"
"8isch","484.31","Observation"
"8iscw","35.06","OK"
"8iscy","48.94","OK"
"8isd4","0.00","OK"
"8isd6","0.00","OK"
"8isdb","10.01","OK"
"8isdq","22.69","OK"
"8ise8","5.00","OK"
"8isei","0.10","OK"
"8ises","73.02","OK"
"8iseu","6.22","OK"
"8isf7","21.94","OK"
"8isfp","0.00","OK"
"8isfs","0.00","OK"
"8isgu","0.56","OK"
"8ish6","209.12","OK"
"8ishk","8.64","OK"
"8ishn","0.89","OK"
"8isi3","0.00","OK"
"8isj3","2594.06","OK"
"8isj9","58.71","OK"
"8isje","1.84","OK"
"8isk1","0.00","OK"
"8isk6","0.00","OK"
"8islr","5.72","OK"
"8isme","0.22","OK"
"8ismw","0.00","OK"
"8isp2","0.00","OK"
"8isrm","33.08","OK"
"8isrt","0.00","OK"
"8issu","17.38","OK"
"8isvf","0.00","OK"
"8isxs","0.25","OK"
"8isxw","0.00","OK"
"8isyx","0.00","OK"
"8isz2","0.56","OK"
"8isz4","0.00","OK"
"8it0b","3.80","OK"
"8it0m","0.00","OK"
"8it0v","0.40","OK"
"8it18","0.89","OK"
"8it2h","430.05","OK"
"8it36","318.76","Fraud"
"8it3p","14.52","OK"
"8it4b","0.00","OK"
"8it51","28.81","OK"
"8it52","11.55","OK"
"8it54","8.98","OK"
"8it55","39.76","OK"
"8it57","0.00","OK"
"8it59","0.16","OK"
"8it5a","1.36","OK"
"8it5b","0.19","OK"
"8it5c","0.89","OK"
"8it5d","4.41","OK"
"8it5e","16.17","OK"
"8it5i","0.98","OK"
"8it5k","3.36","OK"
"8it5n","9.77","OK"
"8it5o","2.25","OK"
"8it5q","2.00","OK"
"8it5r","0.64","OK"
"8it5t","54.08","OK"
"8it63","0.00","OK"
"8it65","0.00","OK"
"8it66","0.00","OK"
"8it6j","0.00","OK"
"8it7k","2.00","OK"
"8it7m","0.00","OK"
"8it7o","0.07","OK"
"8it7p","0.14","OK"
"8it8j","26.18","OK"
"8it8l","0.00","OK"
"8it8q","0.00","OK"
"8it9g","438.92","OK"
"8it9n","0.67","OK"
"8it9p","215.32","OK"
"8it9w","122.16","OK"
"8itaa","2.07","OK"
"8itap","1327.53","Observation"
"8itat","0.00","OK"
"8itb0","6819.10","OK"
"8itb1","6391.10","OK"
"8itcr","1281.79","OK"
"8itcx","0.00","OK"
"8itdr","0.25","OK"
"8itdx","0.00","OK"
"8ite3","1152.73","OK"
"8iteu","0.75","OK"
"8itf4","5.64","OK"
"8itfc","0.00","OK"
"8itgs","6.56","OK"
"8ith0","1.04","OK"
"8ith4","3970.72","OK"
"8ith6","0.00","OK"
"8ithb","0.00","OK"
"8ithf","346.54","Observation"
"8ithn","0.00","OK"
"8ithu","21.30","OK"
"8ithz","0.00","OK"
"8itif","0.00","OK"
"8itio","0.00","OK"
"8itiu","9.02","OK"
"8itj5","23.06","OK"
"8itji","535.82","OK"
"8itk7","8.17","OK"
"8itka","0.00","OK"
"8itkq","0.60","OK"
"8itks","1.96","OK"
"8itkt","20.04","OK"
"8itl2","0.00","OK"
"8itl8","0.00","OK"
"8itla","0.00","OK"
"8itlh","5.87","OK"
"8itli","0.49","OK"
"8itlt","3.74","OK"
"8itly","23.41","OK"
"8itm2","0.00","OK"
"8itme","0.17","OK"
"8itmi","1618.56","OK"
"8itmu","5.82","OK"
"8itnb","0.00","OK"
"8itod","26.31","OK"
"8itoe","1.00","OK"
"8itof","189.80","OK"
"8itop","377.46","OK"
"8itos","0.00","OK"
"8itoz","0.14","OK"
"8itp0","2.20","OK"
"8itpk","25.04","OK"
"8itq3","0.00","OK"
"8itql","0.19","OK"
"8itqs","0.00","OK"
"8itrb","10.79","OK"
"8itre","118.90","OK"
"8itrn","5.33","OK"
"8itro","0.00","OK"
"8itrq","1.79","OK"
"8its6","0.25","OK"
"8itsg","0.00","OK"
"8itsw","0.64","OK"
"8itt6","0.00","OK"
"8ittc","69.74","OK"
"8itth","0.00","OK"
"8ittq","0.00","OK"
"8ittu","0.22","OK"
"8ittv","0.00","OK"
"8ituk","0.00","OK"
"8itvb","0.00","OK"
"8itww","0.00","OK"
"8itx1","17.05","OK"
"8itx5","114.19","OK"
"8itxs","2.22","OK"
"8itxx","1.56","OK"
"8ityd","20.25","OK"
"8itzi","3.06","OK"
"8iu02","0.00","OK"
"8iu0k","1.00","OK"
"8iu23","0.78","OK"
"8iu2c","2735.01","Observation"
