"partnerid","MaxClickPer1Min","MaxClickPer5Min","MaxClickPer3Hr","MaxClickPer6Hr","status"
"8kumu","6","22","381","434","Fraud"
"8kun0","1","2","3","3","OK"
"8kun1","2","3","22","38","OK"
"8kun5","3","4","5","5","Fraud"
"8kuno","1","1","1","1","OK"
"8kunr","2","3","15","15","OK"
"8kunx","3","4","24","33","OK"
"8kuo4","1","1","1","1","OK"
"8kuo5","2","3","18","25","OK"
"8kuov","1","2","3","4","OK"
"8kuph","1","1","1","1","OK"
"8kupw","1","1","1","1","OK"
"8kupz","1","1","1","1","OK"
"8kuq2","1","1","2","2","OK"
"8kuqa","3","3","13","19","OK"
"8kuqd","4","6","14","14","OK"
"8kuql","1","2","3","3","OK"
"8kuro","2","3","3","3","OK"
"8kus3","4","6","64","87","OK"
"8kus9","4","8","87","153","OK"
"8kusa","6","16","178","323","OK"
"8kusb","15","58","679","878","OK"
"8kusi","1","1","1","1","OK"
"8kusr","2","2","5","5","OK"
"8kuti","1","1","1","1","OK"
"8kuto","39","161","447","447","OK"
"8kutv","1","1","1","2","OK"
"8kuuh","1","1","1","1","OK"
"8kuv3","1","1","1","1","OK"
"8kuv8","1","1","1","1","OK"
"8kuv9","5","9","101","152","Observation"
"8kuva","2","3","25","46","OK"
"8kuvb","15","46","657","1138","Fraud"
"8kuvj","4","6","23","37","OK"
"8kuvn","1","1","3","5","OK"
"8kuvt","109","487","9367","18292","OK"
"8kuvy","1","1","1","1","OK"
"8kux8","3","3","3","3","OK"
"8kuxa","34","121","3470","6748","Observation"
"8kuxc","1","1","1","1","OK"
"8kuxg","1","1","1","1","OK"
"8kuxh","1","1","5","5","OK"
"8kuxi","1","2","4","4","OK"
"8kuxj","3","5","12","12","OK"
"8kuxk","1","1","1","1","OK"
"8kuxp","1","1","1","2","OK"
"8kuy3","1","1","1","1","OK"
"8kuy4","1","1","1","1","OK"
"8kuy9","1","1","1","1","OK"
"8kuyg","6","12","168","258","OK"
"8kuyp","1","1","1","1","OK"
"8kuys","9","16","43","43","OK"
"8kuze","2","2","2","3","OK"
"8kuzg","4","8","10","12","OK"
"8kuzj","2","4","24","29","OK"
"8kuzl","1","1","7","10","OK"
"8kv08","26","104","1496","1496","OK"
"8kv0e","4","5","18","18","OK"
"8kv0o","1","2","3","3","OK"
"8kv0s","61","262","2277","2312","Observation"
"8kv3c","2","4","6","6","OK"
"8kv3v","16","43","89","97","Fraud"
"8kv42","1","1","2","2","OK"
"8kv4a","1","2","2","2","OK"
"8kv4d","1","1","1","1","OK"
"8kv4k","3","7","10","20","OK"
"8kv4v","3","4","29","52","OK"
"8kv4x","1","1","1","1","OK"
"8kv5a","1","1","1","1","OK"
"8kv5w","5","16","104","109","Fraud"
"8kv5y","1","1","1","1","OK"
"8kv6q","1","1","1","1","OK"
"8kv6v","3","6","39","62","Fraud"
"8kv6y","2","2","5","7","OK"
"8kv74","3","6","48","52","OK"
"8kv77","1","2","4","4","OK"
"8kv7n","3","7","65","104","Fraud"
"8kv7x","4","8","60","94","Fraud"
"8kv80","2","3","7","7","OK"
"8kv8i","1","1","1","2","OK"
"8kv8s","2","2","4","5","OK"
"8kv90","7","7","33","40","OK"
"8kv97","2","3","13","25","OK"
"8kv9a","2","2","8","8","OK"
"8kv9b","2","2","3","3","OK"
"8kvad","4","7","38","44","OK"
"8kvas","2","4","16","25","OK"
"8kvax","2","4","10","16","OK"
"8kvb3","1","1","1","1","OK"
"8kvbe","1","1","2","2","OK"
"8kvbi","2","2","2","2","OK"
"8kvc4","4","12","39","39","OK"
"8kvc7","3","3","11","11","OK"
"8kvc8","1","1","3","3","OK"
"8kvcs","1","1","1","1","OK"
"8kvct","1","1","1","1","OK"
"8kvdh","1","1","2","2","OK"
"8kve7","3","3","23","30","OK"
"8kvec","2","3","13","18","OK"
"8kven","2","2","5","8","OK"
"8kveo","3","5","13","21","OK"
"8kveq","1","2","5","6","OK"
"8kvey","1","1","2","2","OK"
"8kvfl","1","1","1","1","OK"
"8kvfn","1","2","2","2","OK"
"8kvfr","6","10","84","157","OK"
"8kvg3","1","1","1","1","OK"
"8kvgc","1","1","1","1","OK"
"8kvgp","1","1","1","1","OK"
"8kvgr","1","1","3","3","OK"
"8kvgs","1","2","4","4","OK"
"8kvh1","1","1","3","3","OK"
"8kvh9","2","2","3","3","OK"
"8kvhd","2","2","3","3","OK"
"8kvhi","7","22","265","341","OK"
"8kvhp","1","1","2","2","OK"
"8kvhz","1","1","1","1","OK"
"8kvie","1","1","1","1","OK"
"8kvil","1","1","1","2","OK"
"8kvim","3","8","56","94","OK"
"8kviw","3","5","45","75","OK"
"8kvj1","2","4","17","29","OK"
"8kvjl","1","1","1","1","OK"
"8kvkh","1","1","1","1","OK"
"8kvkj","1","3","4","4","OK"
"8kvkq","2","2","8","14","OK"
"8kvkw","3","6","33","47","OK"
"8kvl0","3","6","19","30","OK"
"8kvl1","4","9","33","40","OK"
"8kvl2","3","7","43","80","OK"
"8kvl6","4","12","42","61","OK"
"8kvl7","16","46","207","221","OK"
"8kvl8","1","1","1","1","OK"
"8kvlp","5","6","55","77","OK"
"8kvlq","1","2","4","4","OK"
"8kvm0","3","8","66","89","OK"
"8kvm1","3","7","85","123","OK"
"8kvm2","5","10","180","351","OK"
"8kvm6","3","5","64","98","OK"
"8kvm7","2","3","22","37","OK"
"8kvma","1","1","1","1","OK"
"8kvmd","1","1","1","1","OK"
"8kvmf","1","2","8","12","OK"
"8kvmo","3","7","10","19","OK"
"8kvmr","3","5","34","66","OK"
"8kvna","7","11","80","138","OK"
"8kvnb","3","5","51","87","Observation"
"8kvnu","1","1","3","3","OK"
"8kvo1","2","3","10","17","OK"
"8kvos","2","2","2","2","OK"
"8kvot","1","1","3","3","OK"
"8kvpb","1","2","6","10","OK"
"8kvpc","1","2","4","6","OK"
"8kvpe","1","2","4","5","OK"
"8kvpg","1","1","2","3","OK"
"8kvpr","1","1","1","1","OK"
"8kvpw","3","4","5","5","OK"
"8kvq0","2","4","7","9","OK"
"8kvqh","1","1","4","5","OK"
"8kvqm","1","2","10","13","OK"
"8kvqp","2","2","3","3","OK"
"8kvr5","1","1","1","1","OK"
"8kvr9","1","1","1","1","OK"
"8kvrh","1","1","1","1","OK"
"8kvrr","1","1","1","1","OK"
"8kvry","1","1","2","3","OK"
"8kvs0","2","6","12","18","OK"
"8kvs1","1","1","1","1","OK"
"8kvs9","1","1","2","2","OK"
"8kvsu","2","2","14","15","OK"
"8kvtr","1","1","1","1","OK"
"8kvtw","1","1","1","1","OK"
"8kvty","4","7","65","118","OK"
"8kvu3","1","1","1","1","OK"
"8kvu7","1","1","3","3","OK"
"8kvug","3","4","15","19","OK"
"8kvuh","1","2","5","5","OK"
"8kvv2","3","9","57","82","Observation"
"8kvv3","2","2","2","2","OK"
"8kvv4","3","4","37","69","OK"
"8kvv6","11","33","589","871","OK"
"8kvv7","3","5","39","64","OK"
"8kvv8","1","1","1","1","OK"
"8kvvd","10","33","209","388","OK"
"8kvvh","3","5","64","94","Observation"
"8kvxs","1","1","1","1","OK"
"8kvy3","1","1","1","2","OK"
"8kvyf","2","2","7","8","OK"
"8kvyo","4","6","42","73","OK"
"8kvyr","2","2","7","9","OK"
"8kvzp","1","1","1","1","OK"
"8kw03","1","1","1","1","OK"
"8kw0f","22","76","476","476","Observation"
"8kw0n","1","2","4","5","OK"
"8kw15","3","3","5","5","OK"
"8kw19","3","5","44","84","OK"
"8kw1q","2","2","8","9","OK"
"8kw28","1","1","1","2","OK"
"8kw2n","1","1","1","1","OK"
"8kw39","1","1","1","1","OK"
"8kw3g","6","20","218","273","OK"
"8kw4u","1","1","1","2","OK"
"8kw4v","6","18","328","541","Fraud"
"8kw4x","1","1","3","4","OK"
"8kw4z","3","7","27","41","OK"
"8kw53","1","2","4","4","OK"
"8kw5p","1","1","1","2","OK"
"8kw5u","4","14","110","110","Fraud"
"8kw6d","1","2","2","2","OK"
"8kw70","1","1","1","1","OK"
"8kwzo","2","3","14","23","OK"
"8kwzv","2","4","13","16","OK"
"8kwzx","20","84","135","135","Fraud"
"8kwzy","4","12","31","31","OK"
"8kx0a","1","1","1","1","OK"
"8kx0h","1","3","4","5","OK"
"8kx0o","3","8","44","71","OK"
"8kx0y","14","35","43","43","OK"
"8kx17","1","1","3","3","OK"
"8kx19","1","2","5","6","OK"
"8kx1q","1","1","1","1","OK"
"8kx1z","1","1","1","1","Observation"
"8kx21","1","1","1","1","OK"
"8kx25","6","8","19","19","OK"
"8kx29","1","1","1","1","OK"
"8kx2a","1","1","1","1","OK"
"8kx2d","2","6","70","97","Fraud"
"8kx2g","1","1","1","1","OK"
"8kx2r","1","1","3","3","OK"
"8kx2u","3","5","46","88","Fraud"
"8kx2w","5","10","49","49","OK"
"8kx31","20","73","845","1218","OK"
"8kx33","2","2","3","3","OK"
"8kx37","2","3","10","19","OK"
"8kx3a","1","2","18","18","OK"
"8kx3b","1","1","3","3","OK"
"8kx3c","4","9","44","44","OK"
"8kx3f","3","5","30","35","OK"
"8kx3i","3","4","7","14","OK"
"8kx3q","3","4","31","53","OK"
"8kx3r","1","1","1","2","OK"
"8kx47","2","6","6","6","OK"
"8kx4j","1","2","2","2","OK"
"8kx5a","24","46","232","233","OK"
"8kx5c","2","2","11","15","OK"
"8kx5g","1","2","10","18","OK"
"8kx5q","1","1","1","1","Observation"
"8kx6b","1","1","1","1","Observation"
"8kx86","2","2","2","2","Observation"
"8kxdu","2","2","4","6","OK"
"8kxe3","1","1","2","2","OK"
"8kxee","5","10","155","275","OK"
"8kxef","1","1","1","1","OK"
"8kxel","4","9","10","10","Fraud"
"8kxem","5","11","11","11","Fraud"
"8kxep","7","16","19","19","OK"
"8kxer","3","4","15","20","OK"
"8kxev","1","1","1","1","OK"
"8kxew","1","1","1","1","OK"
"8kxez","1","1","1","1","OK"
"8kxf2","41","159","443","443","OK"
"8kxf4","1","2","9","12","OK"
"8kxfb","3","4","37","51","OK"
"8kxfu","1","1","1","1","OK"
"8kxgk","1","2","3","3","OK"
"8kxgm","3","7","11","20","OK"
"8kxgs","9","25","163","182","Fraud"
"8kxgt","5","10","47","89","OK"
"8kxgu","4","7","70","128","OK"
"8kxgv","14","21","246","274","Fraud"
"8kxgy","1","1","4","4","OK"
"8kxhd","1","1","1","1","OK"
"8kxhn","1","2","4","6","OK"
"8kxhp","1","1","1","1","OK"
"8kxhq","19","76","1866","1913","OK"
"8kxij","17","73","1463","1490","Fraud"
"8kxik","2","2","3","3","OK"
"8kxim","1","1","1","1","OK"
"8kxj4","1","1","2","2","OK"
"8kxj8","9","18","45","45","OK"
"8kxjw","5","10","41","65","OK"
"8kxjy","3","8","24","28","OK"
"8kxkx","10","33","114","169","Observation"
"8kxl2","1","1","1","1","OK"
"8kxl3","23","70","1015","1015","Fraud"
"8kxla","3","4","9","17","OK"
"8kxlk","4","7","79","144","OK"
"8kxll","30","55","617","637","OK"
"8kxlo","1","3","5","7","OK"
"8kxlp","7","19","81","133","OK"
"8kxlq","2","2","14","17","OK"
"8kxlr","6","15","149","264","OK"
"8kxlt","4","9","33","58","OK"
"8kxlv","7","24","49","89","Fraud"
"8kxly","12","43","119","231","Fraud"
"8kxm0","4","10","12","20","OK"
"8kxm9","6","10","27","37","OK"
"8kxmh","7","15","80","102","Fraud"
"8kxml","4","7","13","20","OK"
"8kxmm","1","1","1","1","OK"
"8kxmo","1","2","3","3","OK"
"8kxn2","1","1","1","1","OK"
"8kxn5","2","5","8","8","OK"
"8kxnk","4","4","4","4","OK"
"8kxnl","18","67","1354","1354","OK"
"8kxnm","30","43","270","475","Fraud"
"8kxnn","15","44","96","104","Observation"
"8kxnw","2","3","16","18","OK"
"8kxo5","1","1","1","1","OK"
"8kxoj","3","5","37","68","Observation"
"8kxom","3","5","23","34","OK"
"8kxor","1","1","6","7","OK"
"8kxos","1","1","1","1","OK"
"8kxox","1","1","4","4","OK"
"8kxoy","4","4","31","40","Fraud"
"8kxp5","1","1","1","1","OK"
"8kxpa","1","1","1","1","OK"
"8kxpd","1","1","3","6","OK"
"8kxpq","2","6","13","13","OK"
"8kxpv","10","30","124","124","OK"
"8kxq6","6","13","220","404","OK"
"8kxqd","5","6","28","28","OK"
"8kxqf","1","1","1","1","OK"
"8kxqj","2","5","20","23","OK"
"8kxqk","12","23","144","279","Observation"
"8kxqm","5","10","25","31","OK"
"8kxqw","2","5","15","18","OK"
"8kxr9","4","11","99","190","Observation"
"8kxrb","2","6","47","47","Observation"
"8kxrc","2","5","36","46","OK"
"8kxre","7","14","110","199","Observation"
"8kxri","1","2","8","9","OK"
"8kxrj","1","2","5","8","OK"
"8kxrs","1","3","14","20","OK"
"8kxtp","1","1","5","6","OK"
"8kxvk","3","5","39","58","OK"
"8kxxf","2","2","8","11","OK"
"8kxzn","1","1","1","2","OK"
"8kxzu","4","7","39","69","OK"
"8ky0g","1","1","1","1","OK"
"8ky0o","1","1","2","3","OK"
"8ky15","2","2","4","7","OK"
"8ky18","1","1","1","1","OK"
"8ky1v","1","1","2","2","OK"
"8ky22","2","2","5","7","OK"
"8ky2b","1","1","2","2","OK"
"8ky2f","1","1","1","1","OK"
"8ky2l","1","1","1","1","OK"
"8ky2n","1","1","1","1","OK"
"8ky46","5","6","26","42","OK"
"8ky4j","2","4","5","7","OK"
"8ky4k","2","2","7","10","OK"
"8ky4n","2","2","2","4","OK"
"8ky4r","1","1","1","1","OK"
"8ky4x","1","1","1","1","OK"
"8ky50","1","1","1","1","OK"
"8ky5c","1","2","6","6","OK"
"8ky5s","1","1","1","1","OK"
"8ky6d","1","1","2","2","OK"
"8ky6h","5","8","93","170","Fraud"
"8ky6n","7","7","85","170","Fraud"
"8ky6u","2","3","12","12","OK"
"8ky6v","2","5","25","29","OK"
"8ky77","1","2","2","2","OK"
"8ky8n","1","1","2","2","OK"
"8ky8r","1","1","1","2","OK"
"8ky93","1","1","2","3","OK"
"8ky9n","1","1","1","1","OK"
"8kyao","1","1","2","2","OK"
"8kyb9","1","1","1","2","OK"
"8kybc","1","1","1","1","OK"
"8kybl","10","23","494","844","OK"
"8kybu","1","1","1","1","OK"
"8kyc0","2","2","2","2","OK"
"8kycf","1","1","1","1","OK"
"8kycw","2","3","15","22","OK"
"8kydv","4","6","50","97","Fraud"
"8kygk","2","2","7","7","OK"
"8kygl","2","3","3","3","OK"
"8kygo","1","1","1","1","OK"
"8kygq","3","4","30","39","OK"
"8kygz","1","1","1","1","OK"
"8kyhj","1","1","1","1","OK"
"8kyiq","2","2","2","3","OK"
"8kyjt","1","1","3","3","OK"
"8kyk5","2","3","11","18","OK"
"8kyka","1","1","1","1","OK"
"8kyl4","2","2","12","14","OK"
"8kyl5","4","6","34","34","OK"
"8kyld","1","2","9","13","OK"
"8kymr","1","1","2","2","OK"
"8kynd","2","2","3","3","OK"
"8kynk","1","1","2","2","OK"
"8kyov","6","13","169","263","Fraud"
"8kyow","2","3","3","3","OK"
"8kyoy","1","1","1","1","OK"
"8kyp1","1","4","17","24","OK"
"8kyp7","1","1","2","2","OK"
"8kyp8","1","1","3","4","OK"
"8kypd","3","3","14","16","OK"
"8kypr","2","2","5","6","OK"
"8kyqu","1","1","1","1","OK"
"8kyre","1","1","1","1","OK"
"8kysj","1","1","2","2","OK"
"8kyss","1","1","1","1","OK"
"8kytg","1","1","1","1","OK"
"8kyu8","1","1","3","3","OK"
"8kyvb","8","23","336","601","OK"
"8kyvg","1","1","1","1","OK"
"8kyvt","1","1","2","2","OK"
"8kyvw","2","2","4","5","OK"
"8kyw0","1","1","1","2","OK"
"8kyw6","2","4","8","9","OK"
"8kywb","3","4","17","18","OK"
"8kywm","1","1","1","1","OK"
"8kywq","1","1","1","1","OK"
"8kywy","4","4","14","17","OK"
"8kyxs","1","1","1","1","OK"
"8kyxz","1","1","1","1","OK"
"8kyyv","1","1","2","3","OK"
"8kyz1","1","1","2","3","OK"
"8kyzp","193","818","7782","14282","OK"
"8kz2d","2","2","4","4","OK"
"8kz2e","1","1","1","1","OK"
"8kz2y","1","1","1","1","OK"
"8kz4p","1","1","1","1","OK"
"8kz5j","1","2","3","3","OK"
"8kz64","3","4","12","14","OK"
"8kz6l","1","1","1","1","OK"
"8kz6p","5","8","79","125","Fraud"
"8kz6r","1","1","1","1","OK"
"8kz74","1","1","1","1","OK"
"8kz7h","1","1","2","2","OK"
"8kz7i","1","1","1","1","OK"
"8kz7z","1","2","5","6","OK"
"8kz81","2","2","4","5","OK"
"8kz84","2","4","26","44","OK"
"8kz8a","2","2","5","6","OK"
"8kz9c","1","2","3","3","OK"
"8kz9e","1","2","2","2","OK"
"8kz9f","5","14","234","381","OK"
"8kz9k","1","1","1","1","OK"
"8kz9x","1","1","1","1","OK"
"8kzaf","1","1","1","1","OK"
"8kzbb","87","286","1702","2726","OK"
"8kzbg","4","5","6","6","OK"
"8kzd5","1","1","2","2","OK"
"8kzds","1","1","2","4","OK"
"8kzen","2","2","3","5","OK"
"8kzep","2","4","8","10","OK"
"8kzer","2","2","4","4","OK"
"8kzes","1","1","1","1","OK"
"8kzf2","1","1","1","1","OK"
"8kzf5","1","1","1","1","OK"
"8kzfo","2","3","12","12","OK"
"8kzgc","1","1","1","1","OK"
"8kzgf","1","1","1","2","OK"
"8kzhr","1","1","2","2","OK"
"8kzhu","1","1","1","1","OK"
"8kzhz","1","1","3","4","OK"
"8kzi1","1","1","1","1","OK"
"8kzi5","1","1","1","1","OK"
"8kzjk","4","5","30","43","Fraud"
"8kzjq","1","2","6","9","OK"
"8kzjy","1","1","2","2","OK"
"8kzkc","1","2","2","2","OK"
"8kzkl","2","3","8","11","OK"
"8kzkp","1","1","2","2","OK"
"8kzkq","1","1","1","1","OK"
"8kzl3","1","2","2","2","OK"
"8kzl6","1","1","2","2","OK"
"8kzlb","1","1","1","1","OK"
"8kzll","2","3","13","13","OK"
"8kzlm","1","1","1","1","OK"
"8kzm1","3","5","50","86","Fraud"
"8kzmh","1","1","1","1","OK"
"8kzmx","1","1","1","1","OK"
"8kzmy","1","2","8","11","OK"
"8kzna","7","16","268","445","OK"
"8kznn","4","8","76","148","OK"
"8kznw","2","2","15","18","OK"
"8kzo4","1","1","2","2","OK"
"8kzom","1","1","1","1","OK"
"8kzpi","1","1","2","2","OK"
"8kzq3","1","1","2","2","OK"
"8kzqd","4","5","43","66","OK"
"8kzqe","1","1","2","2","OK"
"8kzqo","1","2","2","2","OK"
"8kzr4","2","3","9","12","OK"
"8kzr5","2","5","9","15","OK"
"8kzr6","2","4","16","19","OK"
"8kzr7","2","3","16","24","OK"
"8kzr9","1","2","8","13","OK"
"8kzss","2","3","9","12","OK"
"8kzst","2","3","13","20","OK"
"8kzsu","1","2","8","12","OK"
"8kzt1","7","21","417","589","OK"
"8kztj","1","1","1","1","OK"
"8kztp","1","1","1","1","OK"
"8kztq","2","4","17","22","OK"
"8kzu3","1","1","1","2","OK"
"8kzuk","2","2","6","12","OK"
"8kzv1","2","4","22","34","OK"
"8kzvn","8","23","420","773","OK"
"8kzw1","2","2","4","7","OK"
"8kzwc","1","1","3","3","OK"
"8kzwu","5","5","70","95","OK"
"8kzx6","2","2","4","5","OK"
"8kzxc","2","2","14","15","OK"
"8kzxk","2","3","12","18","OK"
"8kzxo","2","4","5","5","OK"
"8kzxz","22","68","846","846","OK"
"8kzy2","1","2","3","3","OK"
"8kzy5","10","20","154","223","OK"
"8kzyi","6","12","157","273","Observation"
"8kzyz","1","2","3","3","OK"
"8l004","1","1","1","1","OK"
"8l00g","10","25","449","797","OK"
"8l00h","3","6","39","64","Fraud"
"8l00x","1","1","1","1","OK"
"8l014","2","2","2","3","OK"
"8l01a","1","1","4","4","OK"
"8l01b","1","1","1","1","OK"
"8l01g","2","2","9","14","OK"
"8l01w","1","1","1","1","OK"
"8l01y","2","2","7","8","OK"
"8l029","2","3","3","3","OK"
"8l02e","1","1","1","1","OK"
"8l02g","1","1","1","2","OK"
"8l02m","1","1","2","2","OK"
"8l02n","1","1","1","1","OK"
"8l02t","2","2","4","5","OK"
"8l02x","3","4","13","25","OK"
"8l03g","1","1","1","1","OK"
"8l03j","2","2","7","11","OK"
"8l046","1","1","1","1","OK"
"8l04m","1","2","5","9","OK"
"8l04x","3","6","44","44","OK"
"8l04z","3","5","30","40","OK"
"8l050","3","7","40","40","OK"
"8l051","3","6","45","45","OK"
"8l052","4","6","39","39","OK"
"8l053","3","6","43","43","OK"
"8l05k","2","4","4","4","OK"
"8l05l","3","6","40","64","OK"
"8l05z","1","1","1","2","OK"
"8l061","2","2","8","10","OK"
"8l063","1","1","4","5","OK"
"8l06b","1","1","1","1","OK"
"8l071","3","5","21","37","OK"
"8l07i","2","4","30","49","OK"
"8l07n","2","2","2","2","OK"
"8l07q","1","1","1","1","OK"
"8l07t","1","1","1","1","OK"
"8l08l","1","1","1","1","OK"
"8l09b","5","8","21","33","OK"
"8l0a0","2","2","6","8","OK"
"8l0aq","2","2","3","3","OK"
"8l0b4","3","4","26","36","OK"
"8l0bl","5","10","105","142","Observation"
"8l0bm","1","1","4","7","OK"
"8l0c2","1","2","5","5","OK"
"8l0ca","3","5","36","55","OK"
"8l0cx","6","7","23","24","OK"
"8l0e4","2","2","14","26","OK"
"8l0f6","1","2","4","6","OK"
"8l0fs","1","1","1","1","OK"
"8l0fv","2","2","2","2","OK"
"8l0fx","1","1","1","1","OK"
"8l0gr","2","4","11","12","OK"
"8l0ho","1","2","4","4","OK"
"8l0i4","1","1","1","1","OK"
"8l0io","2","2","11","13","OK"
"8l0iu","1","3","7","11","OK"
"8l0iv","2","2","12","16","OK"
"8l0j8","1","1","1","1","OK"
"8l0jf","2","2","7","12","OK"
"8l0k0","1","1","1","1","OK"
"8l0k9","1","1","1","1","OK"
"8l0l8","1","1","1","1","OK"
"8l0lh","2","2","5","6","OK"
"8l0lm","1","1","1","1","OK"
"8l0lv","2","3","3","3","OK"
"8l0m2","2","2","2","2","OK"
"8l0m9","2","2","8","8","OK"
"8l0mw","1","1","2","2","OK"
"8l0n5","1","1","2","2","OK"
"8l0ng","1","1","2","4","OK"
"8l0nw","1","1","3","3","OK"
"8l0p1","2","4","8","11","OK"
"8l0p8","1","1","1","2","OK"
"8l0q6","10","30","511","637","Fraud"
"8l0r9","2","2","5","5","OK"
"8l0rb","13","36","69","77","Fraud"
"8l0rp","3","6","23","27","OK"
"8l0rq","5","12","141","198","OK"
"8l0rr","3","3","11","16","OK"
"8l0sm","7","18","343","600","OK"
"8l0sw","1","1","2","3","OK"
"8l0t1","2","2","6","6","OK"
"8l0t3","1","1","1","1","OK"
"8l0t6","1","1","2","2","OK"
"8l0td","1","1","1","1","OK"
"8l0ty","1","1","1","2","OK"
"8l0u5","1","1","2","2","OK"
"8l0uu","5","5","14","15","OK"
"8l0v8","8","18","298","370","Observation"
"8l0v9","12","44","996","1844","OK"
"8l0w0","1","1","1","1","OK"
"8l0wx","2","4","39","54","OK"
"8l0wz","2","2","3","3","OK"
"8l0x3","6","7","38","72","OK"
"8l0x4","1","2","2","3","OK"
"8l0x9","1","1","1","1","OK"
